Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Finished Goods,Raw Materials,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Capital Lease Obligations,Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Capital Lease Obligation,Long Term Provisions,Other Current Liabilities,Other Current Borrowings,Total Tax Payable,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Construction In Progress,Other Properties,Hedging Assets Current,Other Inventories,Work In Process,Other Receivables,Treasury Shares Number,Current Capital Lease Obligation,Other Short Term Investments,Cash Financial,Treasury Stock,Non Current Deferred Taxes Liabilities,Receivables Adjustments Allowances,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Cash Equivalents,Dividends Payable,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
15460223000.0,15460223000.0,67280000000.0,108040000000.0,74100000000.0,182140000000.0,9719000000.0,74100000000.0,74100000000.0,169188000000.0,74100000000.0,74100000000.0,-9378000000.0,-9378000000.0,8242000000.0,,75236000000.0,75236000000.0,,279414000000.0,145441000000.0,50353000000.0,,,95088000000.0,95088000000.0,133973000000.0,8264000000.0,8264000000.0,12952000000.0,12952000000.0,,58146000000.0,,58146000000.0,58146000000.0,353514000000.0,209822000000.0,66681000000.0,99475000000.0,,,,43666000000.0,-72510000000.0,116176000000.0,,,,,143692000000.0,13979000000.0,,6511000000.0,,,50102000000.0,23194000000.0,73100000000.0,40760000000.0,AAPL,,,,,,,,,54611000000.0,10954000000.0,,,,,,,,,,,,,26908000000.0,0.0,,32340000000.0,29542000000.0,,,,1998000000.0,99475000000.0,99475000000.0,,11218000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15550061000.0,15550061000.0,81123000000.0,111088000000.0,62146000000.0,173234000000.0,-1742000000.0,62146000000.0,62146000000.0,157427000000.0,62146000000.0,62146000000.0,-11452000000.0,-11452000000.0,-214000000.0,,73812000000.0,73812000000.0,,290437000000.0,145129000000.0,34391000000.0,,,95281000000.0,95281000000.0,145308000000.0,8061000000.0,8061000000.0,15807000000.0,15807000000.0,,62611000000.0,,62611000000.0,62611000000.0,352583000000.0,209017000000.0,46906000000.0,100544000000.0,,,,43715000000.0,-70884000000.0,114599000000.0,78314000000.0,,23446000000.0,0.0,143566000000.0,14695000000.0,,6331000000.0,,,60985000000.0,29508000000.0,61555000000.0,29965000000.0,AAPL,,,,15457000000.0,,,,,58829000000.0,9822000000.0,,,,17852000000.0,17852000000.0,,,,,,,,31477000000.0,0.0,,31590000000.0,28359000000.0,,,,5985000000.0,100544000000.0,100544000000.0,12839000000.0,1606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15647868000.0,15647868000.0,80872000000.0,109280000000.0,60274000000.0,169554000000.0,-2304000000.0,60274000000.0,60274000000.0,158345000000.0,60274000000.0,60274000000.0,-11801000000.0,-11801000000.0,1408000000.0,,70667000000.0,70667000000.0,,274764000000.0,149801000000.0,51730000000.0,,,98071000000.0,98071000000.0,124963000000.0,8158000000.0,8158000000.0,11209000000.0,11209000000.0,,46699000000.0,,46699000000.0,46699000000.0,335038000000.0,212379000000.0,64768000000.0,104061000000.0,,,,43550000000.0,-70787000000.0,114337000000.0,,,,,122659000000.0,13640000000.0,,7351000000.0,3563000000.0,3788000000.0,39186000000.0,19549000000.0,62482000000.0,28408000000.0,AAPL,,,,,,,,,58897000000.0,7216000000.0,,,,,,,,,,,,,19637000000.0,,,34074000000.0,25337000000.0,,,,3993000000.0,104061000000.0,104061000000.0,,3071000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15723406000.0,15723406000.0,84928000000.0,109615000000.0,62158000000.0,171773000000.0,-7162000000.0,62158000000.0,62158000000.0,159199000000.0,62158000000.0,62158000000.0,-11746000000.0,-11746000000.0,4336000000.0,,69568000000.0,69568000000.0,,270002000000.0,149927000000.0,52886000000.0,,,97041000000.0,97041000000.0,120075000000.0,8131000000.0,8131000000.0,12574000000.0,12574000000.0,,42945000000.0,,42945000000.0,42945000000.0,332160000000.0,219247000000.0,65388000000.0,110461000000.0,,,,43398000000.0,-69668000000.0,113066000000.0,,,,,112913000000.0,13660000000.0,,7482000000.0,4103000000.0,3379000000.0,35899000000.0,17936000000.0,55872000000.0,24687000000.0,AAPL,,,,,,,,,56425000000.0,10578000000.0,,,,,,,,,,,,,17963000000.0,,,31185000000.0,20050000000.0,,,,1996000000.0,110461000000.0,110461000000.0,,4637000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765723150.0,1829957662.0,55934000000.0,74001000000.0,-87644000000.0,82008000000.0,-2651000000.0,-87644000000.0,8007000000.0,71812000000.0,8047000000.0,8007000000.0,-2454000000.0,-2454000000.0,-2384000000.0,20656000000.0,18000000.0,18000000.0,,140827000000.0,99305000000.0,32778000000.0,,,63805000000.0,63805000000.0,41522000000.0,,,10196000000.0,10196000000.0,,31326000000.0,,,,148874000000.0,110003000000.0,9067000000.0,305000000.0,95651000000.0,62225000000.0,33426000000.0,4980000000.0,-6745000000.0,11725000000.0,,,,,38871000000.0,4608000000.0,,4245000000.0,1258000000.0,1097000000.0,11949000000.0,11949000000.0,18069000000.0,18067000000.0,ABBV,,40000000.0,,,2722000000.0,,,,,,,,,,,,,,,,,1890000000.0,,64234512.0,,2000000.0,,7829000000.0,2722000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765940733.0,1823046087.0,46571000000.0,59385000000.0,-77543000000.0,69745000000.0,-4839000000.0,-77543000000.0,10360000000.0,62554000000.0,10397000000.0,10360000000.0,-2305000000.0,-2305000000.0,-1000000000.0,20180000000.0,18000000.0,18000000.0,,124314000000.0,86473000000.0,28607000000.0,1538000000.0,1538000000.0,52194000000.0,52194000000.0,37841000000.0,,,7191000000.0,7191000000.0,,30650000000.0,24179000000.0,6471000000.0,3688000000.0,134711000000.0,101709000000.0,8513000000.0,304000000.0,87903000000.0,55610000000.0,32293000000.0,4989000000.0,-6646000000.0,11635000000.0,7449000000.0,2827000000.0,286000000.0,0.0,33002000000.0,4932000000.0,,4099000000.0,1356000000.0,1100000000.0,11155000000.0,11155000000.0,12816000000.0,12814000000.0,ABBV,,37000000.0,,2182000000.0,1952000000.0,,,,,,,,,,,,,1073000000.0,,,,1643000000.0,,57105354.0,,2000000.0,,6533000000.0,1952000000.0,,,,,,,2783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765486035.0,1822577212.0,47459000000.0,60746000000.0,-78600000000.0,72840000000.0,-1549000000.0,-78600000000.0,12094000000.0,67725000000.0,12129000000.0,12094000000.0,-2353000000.0,-2353000000.0,933000000.0,20021000000.0,18000000.0,18000000.0,,124092000000.0,89319000000.0,31644000000.0,,,55631000000.0,55631000000.0,34773000000.0,,,5115000000.0,5115000000.0,,29658000000.0,,,,136221000000.0,102997000000.0,7094000000.0,275000000.0,90694000000.0,58603000000.0,32091000000.0,4934000000.0,-6440000000.0,11374000000.0,,,,,33224000000.0,4541000000.0,,3981000000.0,1035000000.0,1256000000.0,11412000000.0,11412000000.0,13290000000.0,13287000000.0,ABBV,,35000000.0,,,2044000000.0,,,,,,,,,,,,,,,,,1690000000.0,,57091177.0,,3000000.0,,6525000000.0,2044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764798959.0,1821926709.0,52256000000.0,61015000000.0,-82220000000.0,73881000000.0,-3387000000.0,-82220000000.0,12866000000.0,68678000000.0,12898000000.0,12866000000.0,-2252000000.0,-2252000000.0,1789000000.0,19839000000.0,18000000.0,18000000.0,,122469000000.0,90230000000.0,32294000000.0,,,55812000000.0,55812000000.0,32239000000.0,,,5203000000.0,5203000000.0,,27036000000.0,,,,135367000000.0,106515000000.0,6198000000.0,288000000.0,95086000000.0,62862000000.0,32224000000.0,4943000000.0,-6375000000.0,11318000000.0,,,,,28852000000.0,4540000000.0,,4055000000.0,1177000000.0,1272000000.0,11491000000.0,11491000000.0,8766000000.0,8759000000.0,ABBV,,32000000.0,,,2124000000.0,,,,,,,,,,,,,,,,,1606000000.0,,57127750.0,,7000000.0,,6528000000.0,2124000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763968992.0,1821082016.0,55382000000.0,62093000000.0,-83794000000.0,75367000000.0,-1102000000.0,-83794000000.0,13274000000.0,72566000000.0,13303000000.0,13274000000.0,-2232000000.0,-2232000000.0,2393000000.0,19619000000.0,18000000.0,18000000.0,,121241000000.0,93651000000.0,32249000000.0,,,59292000000.0,59292000000.0,27590000000.0,,,2801000000.0,2801000000.0,,24789000000.0,,,,134544000000.0,108056000000.0,5800000000.0,257000000.0,97068000000.0,64848000000.0,32220000000.0,4931000000.0,-6211000000.0,11142000000.0,,,,,26488000000.0,4460000000.0,,3833000000.0,1319000000.0,1202000000.0,11473000000.0,11473000000.0,6722000000.0,6711000000.0,ABBV,,29000000.0,,,2110000000.0,,,,,,,,,,,,,,,,,1312000000.0,,57113024.0,,11000000.0,,6524000000.0,2110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739633759.0,1989789274.0,8302000000.0,14586000000.0,7131000000.0,53396000000.0,8355000000.0,7131000000.0,38810000000.0,51386000000.0,39043000000.0,38810000000.0,-8166000000.0,-8166000000.0,38011000000.0,,24726000000.0,24726000000.0,0.0,33424000000.0,19403000000.0,6827000000.0,,,12576000000.0,12576000000.0,14021000000.0,,,2010000000.0,2010000000.0,,12011000000.0,6312000000.0,5699000000.0,4178000000.0,72467000000.0,50091000000.0,7487000000.0,818000000.0,31679000000.0,8296000000.0,23383000000.0,10107000000.0,-11948000000.0,22055000000.0,,,,,22376000000.0,,,6827000000.0,4063000000.0,1883000000.0,8898000000.0,6605000000.0,6651000000.0,6284000000.0,ABT,,233000000.0,,,,,,,,,562000000.0,,,,,,,,,,,881000000.0,2293000000.0,250155515.0,,367000000.0,,15761000000.0,,,,547000000.0,547000000.0,,,959000000.0,,562000000.0,271000000.0,-439000000.0,7044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734076358.0,1987883852.0,7783000000.0,15628000000.0,6109000000.0,53282000000.0,8829000000.0,6109000000.0,38603000000.0,52202000000.0,38827000000.0,38603000000.0,-7839000000.0,-7839000000.0,37554000000.0,,24869000000.0,24869000000.0,0.0,34387000000.0,20546000000.0,3466000000.0,1964000000.0,1964000000.0,14548000000.0,13599000000.0,13841000000.0,,,1080000000.0,1080000000.0,,12761000000.0,6369000000.0,6392000000.0,4295000000.0,73214000000.0,50544000000.0,7097000000.0,799000000.0,32494000000.0,8815000000.0,23679000000.0,10154000000.0,-11779000000.0,21933000000.0,,4161000000.0,529000000.0,0.0,22670000000.0,,,6570000000.0,3946000000.0,1817000000.0,8821000000.0,6565000000.0,7279000000.0,6896000000.0,ABT,949000000.0,224000000.0,,,568000000.0,,949000000.0,,,,492000000.0,,,,,,,2064000000.0,15179000000.0,,,807000000.0,2256000000.0,253807494.0,,383000000.0,,15981000000.0,568000000.0,,,555000000.0,555000000.0,,,955000000.0,650000000.0,492000000.0,244000000.0,-444000000.0,7009000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736058536.0,1987305154.0,8819000000.0,15528000000.0,4922000000.0,53009000000.0,9622000000.0,4922000000.0,37481000000.0,51958000000.0,37694000000.0,37481000000.0,-8480000000.0,-8480000000.0,36920000000.0,,24727000000.0,24727000000.0,0.0,34396000000.0,21354000000.0,6877000000.0,,,14477000000.0,14477000000.0,13042000000.0,,,1051000000.0,1051000000.0,,11991000000.0,6826000000.0,5165000000.0,3961000000.0,72090000000.0,49426000000.0,6527000000.0,788000000.0,32559000000.0,9282000000.0,23277000000.0,9552000000.0,-11559000000.0,21111000000.0,,,,,22664000000.0,,,6650000000.0,3847000000.0,1915000000.0,8967000000.0,6499000000.0,7047000000.0,6709000000.0,ABT,,213000000.0,,,,,,,,,318000000.0,,,,,,,,,,,888000000.0,2468000000.0,251246618.0,,338000000.0,,15686000000.0,,,,566000000.0,566000000.0,,,886000000.0,,318000000.0,222000000.0,-472000000.0,6971000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735357980.0,1987181491.0,9011000000.0,16846000000.0,4082000000.0,54020000000.0,9155000000.0,4082000000.0,37174000000.0,51736000000.0,37404000000.0,37174000000.0,-8071000000.0,-8071000000.0,36355000000.0,,24612000000.0,24612000000.0,0.0,35950000000.0,21600000000.0,7038000000.0,,,14562000000.0,14562000000.0,14350000000.0,,,2284000000.0,2284000000.0,,12066000000.0,6696000000.0,5370000000.0,4211000000.0,73354000000.0,49849000000.0,6509000000.0,799000000.0,33092000000.0,9834000000.0,23258000000.0,9449000000.0,-11477000000.0,20926000000.0,,,,,23505000000.0,,,6871000000.0,4004000000.0,2022000000.0,8479000000.0,6172000000.0,8155000000.0,7835000000.0,ABT,,230000000.0,,,,,,,,,273000000.0,,,6509000000.0,6509000000.0,,,,,,,845000000.0,2307000000.0,251823511.0,,320000000.0,,15722000000.0,,,,574000000.0,574000000.0,,,886000000.0,,273000000.0,225000000.0,-485000000.0,6657000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738946799.0,1986904170.0,7739000000.0,16900000000.0,4077000000.0,53910000000.0,9847000000.0,4077000000.0,37010000000.0,51625000000.0,37232000000.0,37010000000.0,-8039000000.0,-8039000000.0,35868000000.0,,24488000000.0,24488000000.0,0.0,36562000000.0,22032000000.0,7417000000.0,7417000000.0,7417000000.0,14615000000.0,14615000000.0,14530000000.0,,,2285000000.0,2285000000.0,,12245000000.0,6856000000.0,5389000000.0,4167000000.0,73794000000.0,49417000000.0,6426000000.0,776000000.0,32933000000.0,10006000000.0,22927000000.0,9282000000.0,-11323000000.0,20605000000.0,,,,,24377000000.0,,,6673000000.0,3944000000.0,1924000000.0,8172000000.0,6020000000.0,9532000000.0,9161000000.0,ABT,,222000000.0,,,,,,,,,334000000.0,,,6426000000.0,6426000000.0,,,,,,,805000000.0,2152000000.0,247957371.0,,371000000.0,,15307000000.0,,,,565000000.0,565000000.0,,,888000000.0,,334000000.0,211000000.0,-503000000.0,6523000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375300000.0,594300000.0,1734000000.0,2727000000.0,17747000000.0,21252000000.0,,18577000000.0,18525000000.0,22082000000.0,19357000000.0,19355000000.0,-821000000.0,-821000000.0,21405000000.0,2401000000.0,831000000.0,1000000.0,830000000.0,43411000000.0,,,,,2727000000.0,2727000000.0,,,,,,,4407000000.0,,4407000000.0,4407000000.0,62768000000.0,,,33506000000.0,778000000.0,,,,,,,,,,,,,,,,15181000000.0,15181000000.0,8809000000.0,993000000.0,ACGL,,2000000.0,,,,,,,,,,,,,,,,,,,,,,219000000.0,,7816000000.0,,4461000000.0,,,,,,,,,,,,,,830000.0,830000000.0,6016000000.0,6016000000.0,2717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373400000.0,591900000.0,1809000000.0,2726000000.0,16792000000.0,20249000000.0,,17622000000.0,17523000000.0,21079000000.0,18355000000.0,18353000000.0,-676000000.0,-676000000.0,20295000000.0,2327000000.0,831000000.0,1000000.0,830000000.0,40551000000.0,,,,,2726000000.0,2726000000.0,,,,,,,3817000000.0,,3817000000.0,3817000000.0,58906000000.0,,,32487000000.0,731000000.0,386000000.0,345000000.0,,,,,,,,,,,,,,13522000000.0,13522000000.0,8026000000.0,917000000.0,ACGL,,2000000.0,,,,,,,,,,,,,,,,,,,,,,218500000.0,,7109000000.0,,4424000000.0,,,,,,,,,,,,,,830000.0,830000000.0,5685000000.0,5685000000.0,2170000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373100000.0,591400000.0,1867000000.0,2726000000.0,13670000000.0,17135000000.0,,14500000000.0,14409000000.0,17965000000.0,15241000000.0,15239000000.0,-1453000000.0,-1453000000.0,17971000000.0,2297000000.0,831000000.0,1000000.0,830000000.0,39986000000.0,,,,,2726000000.0,2726000000.0,,,,,,,4022000000.0,,4022000000.0,4022000000.0,55227000000.0,,,30312000000.0,739000000.0,,,,,,,,,,,,,,,,13563000000.0,13563000000.0,25026000000.0,859000000.0,ACGL,,2000000.0,,,,,,,,,,,,,,,,,,,,,,218300000.0,,24167000000.0,,4407000000.0,,,,,,,,,,,,,,830000.0,830000000.0,5251000000.0,5251000000.0,2444000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372900000.0,591200000.0,1822000000.0,2726000000.0,13036000000.0,16537000000.0,,13866000000.0,13811000000.0,17367000000.0,14643000000.0,14641000000.0,-1319000000.0,-1319000000.0,17258000000.0,2278000000.0,831000000.0,1000000.0,830000000.0,39213000000.0,,,,,2726000000.0,2726000000.0,,,,,,,3955000000.0,,3955000000.0,3955000000.0,53856000000.0,,,29093000000.0,775000000.0,,,,,,,,,,,,,,,,13774000000.0,13774000000.0,24951000000.0,904000000.0,ACGL,,2000000.0,,,,,,,,,,,,,,,,,,,,,,218300000.0,,24047000000.0,,4407000000.0,,,,,,,,,,,,,,830000.0,830000000.0,5046000000.0,5046000000.0,2459000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372200000.0,590500000.0,1923000000.0,2726000000.0,12373000000.0,15884000000.0,,13203000000.0,13158000000.0,16714000000.0,13999000000.0,13988000000.0,-1297000000.0,-1297000000.0,16597000000.0,2260000000.0,831000000.0,1000000.0,830000000.0,37104000000.0,,,,,2726000000.0,2726000000.0,,,,,,,3571000000.0,,3571000000.0,3571000000.0,51103000000.0,,,28015000000.0,785000000.0,,,,,,,,,,,,,,,,12875000000.0,12875000000.0,23907000000.0,803000000.0,ACGL,,11000000.0,,,,,,,,,,,,,,,,,,,,,,218300000.0,,23104000000.0,,4403000000.0,,,,,,,,,,,,,,830000.0,830000000.0,4911000000.0,4911000000.0,2116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135872491.0,135872491.0,1008018000.0,2701342000.0,-1264417000.0,4392491000.0,361671000.0,-1264417000.0,2198667000.0,4301025000.0,2394355000.0,2198667000.0,-909970000.0,-909970000.0,-1160441000.0,4267719000.0,1359000.0,1359000.0,,9063038000.0,2926923000.0,119797000.0,179464000.0,179464000.0,2609876000.0,2102358000.0,6136115000.0,1267045000.0,1267045000.0,91466000.0,91466000.0,,4726462000.0,2385200000.0,2341262000.0,2304539000.0,11457393000.0,4959596000.0,118899000.0,137422000.0,3463084000.0,16100000.0,3446984000.0,795234000.0,,795234000.0,,,,,6497786000.0,725869000.0,,,,,4481020000.0,2646700000.0,1185806000.0,1185806000.0,ACM,507518000.0,195688000.0,,,16990000.0,,507518000.0,,51142000.0,,36723000.0,,,444957000.0,444957000.0,,,,795234000.0,,,,1805622000.0,,,,1185806000.0,,16990000.0,,,,,,,,,36723000.0,,-81500000.0,2728200000.0,,,137422000.0,,,796000.0,137422000.0,105091000.0,28698000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136018182.0,136018182.0,1009490000.0,2725025000.0,-1232079000.0,4449046000.0,279546000.0,-1232079000.0,2247296000.0,4357499000.0,2428218000.0,2247296000.0,-889788000.0,-889788000.0,-1109616000.0,4245340000.0,1360000.0,1360000.0,,8961703000.0,2959217000.0,117108000.0,190850000.0,190850000.0,2633478000.0,2110203000.0,6002486000.0,1282681000.0,1282681000.0,91547000.0,91547000.0,,4588836000.0,2420000000.0,2168836000.0,2109617000.0,11389921000.0,5107844000.0,208891000.0,132460000.0,3479375000.0,20700000.0,3458675000.0,827550000.0,,827550000.0,,,,,6282032000.0,723141000.0,,,,,4280735000.0,2524500000.0,1192260000.0,1192260000.0,ACM,523275000.0,180922000.0,,,16953000.0,,523275000.0,,39422000.0,,59219000.0,,,459568000.0,459568000.0,,,,827550000.0,,,,1744521000.0,0.0,,,1192260000.0,,16953000.0,,,,,,,,,59219000.0,,-82600000.0,2607100000.0,,,132460000.0,,,828000.0,132460000.0,85896000.0,11714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136210883.0,136210883.0,942617000.0,2751674000.0,-1224398000.0,4415155000.0,319228000.0,-1224398000.0,2212332000.0,4325701000.0,2383711000.0,2212332000.0,-926577000.0,-926577000.0,-1103976000.0,4241523000.0,1362000.0,1362000.0,,8849687000.0,2999404000.0,123846000.0,195586000.0,195586000.0,2662220000.0,2113369000.0,5850283000.0,1188742000.0,1188742000.0,89454000.0,89454000.0,,4526416000.0,2287500000.0,2238916000.0,2190755000.0,11233398000.0,5063880000.0,218666000.0,139236000.0,3436730000.0,17800000.0,3418930000.0,829644000.0,-771800000.0,1601444000.0,814600000.0,10400000.0,,0.0,6169511000.0,730098000.0,,,,,4083986000.0,2544500000.0,1260206000.0,1260206000.0,ACM,548851000.0,171379000.0,,,16960000.0,,548851000.0,,45671000.0,,48161000.0,,,439604000.0,439604000.0,,,,447044000.0,,,,1525051000.0,0.0,,,1260206000.0,,16960000.0,,,,,329400000.0,,,,48161000.0,,-94200000.0,2638700000.0,,,139236000.0,,,792000.0,139236000.0,95221000.0,14435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138499043.0,138499043.0,946136000.0,2790160000.0,-1012221000.0,4658632000.0,556967000.0,-1012221000.0,2454765000.0,4601804000.0,2622325000.0,2454765000.0,-900815000.0,-900815000.0,-872832000.0,4227027000.0,1385000.0,1385000.0,,8804118000.0,3089343000.0,121211000.0,224673000.0,224673000.0,2733332000.0,2147039000.0,5714775000.0,1223150000.0,1223150000.0,56828000.0,56828000.0,,4377102000.0,2222000000.0,2155102000.0,2106313000.0,11426443000.0,5154747000.0,232282000.0,138191000.0,3466986000.0,22400000.0,3444586000.0,962343000.0,,962343000.0,,,,,6271742000.0,719885000.0,,,,,4185534000.0,2518500000.0,1257731000.0,1257731000.0,ACM,586293000.0,167560000.0,,,9822000.0,,586293000.0,,57695000.0,,48789000.0,,,354945000.0,354945000.0,,,,962343000.0,,,,1608335000.0,,,,1257731000.0,,9822000.0,,,,,,,,,48789000.0,,-77100000.0,2595600000.0,,,138191000.0,,,305000.0,138191000.0,108592000.0,58699000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138724105.0,138724105.0,1135705000.0,2812347000.0,-863762000.0,4803560000.0,501878000.0,-863762000.0,2594340000.0,4746531000.0,2736875000.0,2594340000.0,-921087000.0,-921087000.0,-662891000.0,4176931000.0,1387000.0,1387000.0,,8649651000.0,3112386000.0,118057000.0,229527000.0,229527000.0,2755318000.0,2152191000.0,5537265000.0,1177293000.0,1177293000.0,57029000.0,57029000.0,,4240706000.0,2153800000.0,2086906000.0,2043230000.0,11386526000.0,5347370000.0,221356000.0,387103000.0,3458102000.0,26800000.0,3431302000.0,987965000.0,,987965000.0,,,,,6039143000.0,755062000.0,,,,,4099992000.0,2427900000.0,1073515000.0,1073515000.0,ACM,603127000.0,142535000.0,,,9209000.0,,603127000.0,,62237000.0,,43676000.0,,,292844000.0,292844000.0,,,,987965000.0,,,,1604593000.0,,,,1073515000.0,,9209000.0,,,,,,,,,43676000.0,,-76300000.0,2504200000.0,,,387103000.0,,,275000.0,387103000.0,110574000.0,67499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628828033.0,670405499.0,,3158581000.0,6722988000.0,27305629000.0,4192807000.0,6722988000.0,27122853000.0,27194488000.0,27956424000.0,27122853000.0,-1657140000.0,-1657140000.0,21151637000.0,14555758000.0,72000.0,72000.0,,23351047000.0,7215033000.0,836889000.0,1607405000.0,1607405000.0,2364887000.0,71635000.0,16136014000.0,5363972000.0,5363972000.0,793694000.0,111141000.0,,9978348000.0,7329450000.0,2648898000.0,2228446000.0,51307471000.0,30978650000.0,1205026000.0,238934000.0,20399865000.0,2452559000.0,17947306000.0,4093874000.0,,4093874000.0,,,,,20328821000.0,2122670000.0,,,,,13080504000.0,13080504000.0,5125647000.0,5121107000.0,ACN,2975805000.0,833571000.0,,1304336000.0,1101516000.0,647020000.0,2293252000.0,,,111141000.0,420452000.0,,,4914596000.0,4098881000.0,126355000.0,,,4093874000.0,,,,,41577466.0,682553000.0,4540000.0,,8790812000.0,454496000.0,,,214423000.0,,,,,,420452000.0,,-23887000.0,13104391000.0,,,24511000.0,,,,,,,1863338000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
